datetime,outdoor_temperature,indoor_temperature,past_electricity,y
05-10-22 15:00,26.34690096,23.0,2913.825,1019.475
19-12-22 15:00,21.81912657,17.41666667,2490.95,3409.151894
09-12-22 13:00,22.20485716,19.83333333,2134.925,3036.1125
06-10-22 11:00,26.36219976,20.5,1077.5125,1326.05
30-11-22 08:00,20.5,16.0,1020.4375,2010.25
23-12-22 09:00,22.20066667,10.91666667,1482.575,840.475
13-10-22 08:00,25.75,21.0,569.9875,443.375
09-11-22 12:00,23.42888167,19.58333333,967.6,2621.4625
24-10-22 13:00,25.21772464,21.75,998.8,2246.7
01-12-22 08:00,20.0113594,16.5,2010.25,617.5875
24-11-22 08:00,21.82753135,14.25,696.075,515.125
29-11-22 11:00,21.39220927,16.25,1740.85,2603.85
16-12-22 09:00,22.87598326,17.16666667,833.65,640.975
07-10-22 09:00,26.31490879,20.58333333,598.475,783.7375
20-12-22 12:00,21.81884926,14.58333333,2828.2,2652.5375
06-12-22 14:00,21.25794063,17.0,2209.375,1752.55
25-11-22 14:00,22.60510637,17.75,1118.65,1758.825
11-10-22 10:00,23.67585538,18.75,882.425,1215.925
08-11-22 08:00,22.93009942,18.25,434.7875,473.7875
16-11-22 15:00,23.0,21.0,2086.575,1150.0
26-10-22 12:00,25.62,17.51190476,1426.45,1722.625
21-11-22 10:00,23.88347693,20.91666667,888.85,1009.425
14-11-22 12:00,21.38,18.0,1365.3,2785.35
09-11-22 11:00,23.4945799,19.25,857.1,1899.1375
20-12-22 15:00,21.70242482,14.41666667,3409.151894,2738.4
06-10-22 14:00,26.88,22.25,1473.375,1132.2875
27-12-22 11:00,20.44978327,15.0,1855.275,1901.3
11-10-22 14:00,25.90818078,23.25,1482.275,1275.225
21-11-22 08:00,22.86884302,20.25,507.7,425.2875
25-10-22 12:00,25.5,22.33333333,4200.4,1426.45
28-12-22 14:00,21.57665384,18.75,2232.95,1614.175
03-11-22 08:00,22.37830925,15.75,516.25,423.6125
13-10-22 09:00,25.75,21.0,962.9,848.25
20-12-22 11:00,21.84383991,14.25,2744.0,1554.2125
10-11-22 10:00,23.61375398,18.91666667,831.55,2399.675
15-12-22 11:00,23.45655653,20.0,1824.3875,1565.45
07-10-22 08:00,26.64327951,20.25,2589.679545,424.925
06-10-22 09:00,26.15602288,20.0,881.975,598.475
14-10-22 10:00,25.17294974,19.75,636.475,1143.6625
03-11-22 12:00,25.06172529,22.16666667,1271.5125,1849.75
18-10-22 14:00,23.75640326,19.5,1789.75,1073.675
07-10-22 15:00,26.57700609,23.0,923.1,2456.8
18-10-22 12:00,23.62653439,19.0,2299.6,944.95
02-12-22 12:00,22.20454545,18.75,2619.6375,3814.675
04-11-22 13:00,24.25,22.66666667,1941.45,2454.05
27-10-22 12:00,25.67393255,20.75,1722.625,468.452514
01-12-22 13:00,21.23639693,19.83333333,2150.875,3270.9875
27-12-22 08:00,19.1028579,11.0,947.35,678.425
19-10-22 14:00,23.97708356,20.0,1073.675,1515.35
15-12-22 10:00,23.65455582,18.66666667,1719.125,1047.05
26-10-22 11:00,25.04034541,17.46428571,1242.75,2585.325
24-11-22 13:00,22.85205142,19.83333333,1820.25,1087.275
08-12-22 10:00,21.48391874,17.83333333,880.1,1232.225
18-11-22 13:00,22.79549293,23.83333333,1475.7375,1743.4
22-11-22 14:00,23.7363359,20.25,1818.085,1622.7
21-10-22 08:00,23.5,19.25,647.375,637.075
22-12-22 14:00,22.89333333,14.0,1969.2125,2968.1125
03-11-22 13:00,25.0084117,22.83333333,1902.6125,1941.45
04-10-22 13:00,26.88502556,24.83333333,1983.1,2413.3125
24-10-22 12:00,25.08905211,20.75,1046.8125,4200.4
11-10-22 13:00,25.89765574,22.66666667,1485.675,1043.675
06-10-22 08:00,26.19742849,20.0,419.45,2589.679545
22-12-22 12:00,22.01350278,14.41666667,2140.45,2299.2875
13-12-22 08:00,20.30331065,15.25,430.45,425.0125
04-10-22 11:00,27.14269427,23.5,1566.0,1016.6875
08-11-22 09:00,23.22209611,18.58333333,443.9375,579.7375
13-10-22 12:00,25.86303473,22.16666667,2008.475,1028.4375
21-10-22 14:00,23.60995401,20.25,1659.675,1864.2125
12-12-22 15:00,21.09907231,19.0,2448.525,1113.408824
16-11-22 13:00,22.96952004,20.75,1414.1125,1475.7375
07-10-22 13:00,26.2788571,22.83333333,1690.825,2009.3
29-11-22 09:00,20.86587467,15.58333333,1362.0,1308.2
01-11-22 10:00,23.99954955,19.41666667,1113.975,1032.15
07-10-22 10:00,25.98653806,20.91666667,833.2,1190.2
04-10-22 15:00,26.96761787,25.0,1553.0,2913.825
21-12-22 13:00,19.81578382,14.91666667,2940.7375,2372.9875
21-10-22 12:00,23.56940967,20.0,2325.825,1046.8125
21-11-22 13:00,23.82411327,23.75,1743.4,3007.0275
23-12-22 08:00,20.71145653,9.25,1364.0125,947.35
24-10-22 14:00,25.19580151,22.0,1864.2125,1235.6
24-10-22 10:00,24.83170706,18.83333333,1043.55,1346.45
10-11-22 09:00,23.52197578,18.58333333,475.85,615.4
01-11-22 13:00,23.86806672,20.91666667,2238.05,1267.4375
18-11-22 15:00,22.5247829,23.41666667,1150.0,2293.15
07-12-22 13:00,21.22483221,19.58333333,1592.95,1634.8125
16-12-22 08:00,20.87066103,16.5,487.0,567.225
30-11-22 09:00,20.57881697,16.0,1308.2,1946.225
12-12-22 10:00,20.11003861,15.83333333,1430.6125,829.75
28-11-22 14:00,21.2648148,16.0,1758.825,2856.25
20-12-22 13:00,21.7938586,14.91666667,3139.9,2940.7375
27-10-22 13:00,25.74123233,21.75,2280.025,4953.11655
19-12-22 11:00,22.24638352,17.25,1257.675,2744.0
22-12-22 15:00,22.45197547,14.0,2335.35,2948.0625
21-11-22 09:00,23.63573453,20.58333333,761.675,628.4
08-12-22 11:00,21.40693397,18.75,1802.25,1585.175
07-11-22 09:00,23.68265356,15.58333333,594.2,443.9375
13-12-22 15:00,21.15136377,19.41666667,1113.408824,2386.25
21-10-22 13:00,23.58968184,20.0,2193.925,998.8
28-12-22 09:00,21.64707415,12.33333333,683.75,726.725
31-10-22 09:00,23.17322992,17.33333333,468.452514,1255.35
15-11-22 15:00,22.48687532,16.25,2090.375,2086.575
01-11-22 08:00,24.01154633,14.75,459.175,584.725
23-12-22 13:00,22.77568231,16.66666667,3331.775,2996.825
14-12-22 12:00,21.95871068,17.58333333,2570.35,2864.95
18-10-22 11:00,23.56159996,19.0,1804.8,1047.95
02-12-22 10:00,22.03985167,16.75,1480.775,1389.1
02-11-22 13:00,23.97827622,21.83333333,1267.4375,1902.6125
15-11-22 11:00,21.77147302,17.25,2351.575,1397.1125
08-11-22 15:00,22.52560018,20.0,1110.55,2015.35
17-10-22 10:00,23.83110905,19.0,1143.6625,1288.15
21-12-22 10:00,19.97346565,13.91666667,1872.1875,2163.5
15-11-22 12:00,21.64973624,17.58333333,2785.35,1402.15
14-11-22 10:00,21.65630191,17.75,2399.675,1162.6
24-10-22 15:00,25.12345648,22.0,3174.725,1464.15
19-12-22 12:00,22.08093185,17.58333333,1762.4125,2828.2
25-11-22 09:00,21.83477723,15.16666667,596.475,451.4
14-11-22 14:00,21.38,18.0,1827.85,1346.925
05-12-22 14:00,20.34212827,17.5,3360.975,2209.375
08-11-22 12:00,22.77364079,19.58333333,4427.0,967.6
16-12-22 13:00,22.78489502,23.5,2351.1875,1737.8875
16-12-22 11:00,22.83043914,19.5,1565.45,1257.675
09-12-22 10:00,21.82529281,17.75,1232.225,1430.6125
28-12-22 12:00,21.96139254,16.91666667,2646.65,1526.75
10-10-22 12:00,25.77013324,22.16666667,1305.6125,992.2
27-10-22 11:00,25.60663277,19.75,2585.325,468.452514
09-12-22 12:00,22.38310145,19.16666667,1917.75,2047.95
13-12-22 11:00,21.41390753,19.25,1561.775,1247.05
24-11-22 10:00,23.31495707,17.58333333,931.625,940.55
23-11-22 12:00,22.21281147,17.25,2291.875,1329.15
13-10-22 11:00,25.78256706,21.5,1551.7875,865.025
21-10-22 15:00,23.63480404,20.58333333,1320.15,3174.725
15-11-22 09:00,22.43164063,16.58333333,615.6,770.9
16-11-22 14:00,23.0,21.0,1682.2625,1922.275
04-10-22 14:00,26.75619121,25.0,1330.4,2361.3125
06-12-22 12:00,21.24209295,16.58333333,2171.4,1683.6
21-12-22 12:00,19.84998684,14.58333333,2652.5375,2140.45
01-11-22 14:00,23.8242391,21.0,1511.5,1284.175
31-10-22 14:00,23.95627808,20.75,4160.225,1511.5
04-11-22 09:00,23.43572819,16.5,537.675,594.2
07-11-22 08:00,22.94627078,15.25,445.25,434.7875
05-10-22 10:00,26.01942308,20.91666667,618.7375,1638.325
09-12-22 08:00,20.76969697,15.75,979.6,393.1339286
20-10-22 15:00,24.28541432,21.0,1816.65,1320.15
18-10-22 09:00,23.4317311,19.41666667,949.5,1086.3
10-10-22 14:00,25.81818902,23.0,2023.85,1482.275
29-11-22 08:00,20.83266031,15.25,1130.35,1020.4375
02-11-22 15:00,23.91344293,22.0,1329.9,3014.7
23-12-22 10:00,22.60682051,12.58333333,2141.0625,1431.3
24-11-22 11:00,23.31946248,18.5,943.9625,1557.6625
08-11-22 14:00,22.50370929,20.0,2436.5625,991.45
12-12-22 13:00,21.38451475,18.75,3036.1125,1804.4625
15-11-22 13:00,21.52799946,17.91666667,2509.475,1414.1125
06-12-22 08:00,19.84164427,15.25,783.3875,623.8
08-11-22 10:00,23.07261101,18.91666667,1545.73,1206.6
19-10-22 09:00,23.81484239,19.58333333,1086.3,614.2
31-10-22 10:00,23.55572036,18.66666667,468.452514,1113.975
02-11-22 11:00,24.04310952,20.5,1294.025,921.275
16-11-22 10:00,21.84097035,17.58333333,717.725,958.15
31-10-22 11:00,23.93821079,19.5,468.452514,1264.025
04-10-22 10:00,27.27152863,22.5,732.05,618.7375
19-10-22 12:00,23.91218709,20.0,944.95,1656.0875
13-12-22 10:00,21.47954347,18.58333333,829.75,1112.2
14-10-22 13:00,26.68820912,22.75,943.05,1597.175
15-12-22 15:00,22.6645594,23.58333333,1900.95,2038.825
25-10-22 11:00,25.5,21.0,1593.7,1242.75
29-12-22 13:00,20.72583773,16.91666667,2872.0,3222.45
20-10-22 08:00,23.81878177,17.75,432.6,647.375
27-10-22 15:00,25.39922533,22.0,1845.8,1954.9
08-12-22 13:00,21.25296445,20.75,1634.8125,2134.925
06-12-22 10:00,20.50986474,15.91666667,1096.9125,1143.35
21-11-22 15:00,23.60217418,22.83333333,2293.15,1828.05
20-10-22 09:00,23.88544356,18.75,614.2,791.7125
28-11-22 10:00,21.08834451,14.75,1002.85,2123.0
14-10-22 12:00,26.75,21.75,1028.4375,1643.275
06-10-22 15:00,26.88,22.58333333,1019.475,923.1
10-10-22 13:00,25.77432189,22.83333333,2009.3,1485.675
31-10-22 08:00,22.19194245,16.0,468.452514,459.175
25-10-22 10:00,24.89538043,19.58333333,1346.45,1655.15
04-11-22 15:00,24.15171853,22.41666667,1165.625,2342.0
09-11-22 10:00,23.42881466,18.83333333,1206.6,831.55
04-11-22 14:00,24.25,22.75,1424.0125,1222.75
14-10-22 11:00,26.25040464,20.75,865.025,845.2
18-11-22 14:00,22.60549926,23.75,1922.275,1893.6
05-12-22 13:00,20.38583987,17.91666667,5250.3,2658.625
25-11-22 15:00,22.50620286,17.41666667,1795.7125,1805.475
25-11-22 08:00,21.58725248,14.5,515.125,493.975
05-12-22 11:00,20.47326307,17.25,1143.025,2557.4625
06-12-22 13:00,21.44477891,16.91666667,2658.625,1592.95
12-12-22 14:00,21.24179353,19.0,2874.025,1408.2125
23-11-22 10:00,22.2858683,18.75,912.8125,931.625
25-10-22 13:00,25.4013331,23.66666667,2246.7,2073.9
25-11-22 12:00,22.59218289,17.16666667,1323.6375,2209.8
14-11-22 15:00,21.38,18.0,1533.4,2090.375
15-12-22 12:00,23.25855725,21.33333333,2864.95,2184.05
14-11-22 11:00,21.38,18.0,2490.075,2351.575
26-10-22 09:00,22.16420153,17.36904762,648.55,766.55
15-12-22 14:00,22.86255869,23.25,2931.35,2697.475
23-11-22 15:00,22.10322622,15.41666667,1478.7625,2330.1375
30-11-22 14:00,21.49046016,17.5,2940.4875,3126.9
08-12-22 12:00,21.32994921,19.75,2598.6875,1917.75
20-12-22 10:00,21.86883057,13.91666667,2783.05,1872.1875
05-12-22 15:00,20.29841667,16.83333333,2422.2,2352.3375
23-12-22 12:00,22.88607789,15.33333333,2299.2875,2750.45
07-12-22 10:00,20.84841897,14.75,1143.35,880.1
02-12-22 09:00,21.663794,15.75,693.4,754.0
24-10-22 08:00,23.16619534,17.5,637.075,508.3
04-11-22 11:00,24.20158041,20.0,1337.65,981.6
28-11-22 09:00,20.77725367,13.75,451.4,1362.0
02-12-22 08:00,21.21941171,14.75,617.5875,1016.375
30-11-22 15:00,21.26599327,16.83333333,2490.95,3297.325
27-12-22 14:00,20.15840326,18.25,4051.5,2232.95
19-12-22 08:00,22.74273851,16.25,567.225,998.8125
16-11-22 09:00,21.27017599,15.91666667,770.9,600.0625
23-12-22 15:00,22.55489114,17.0,2948.0625,3185.4625
02-11-22 12:00,24.01069287,21.16666667,1722.325,1271.5125
27-10-22 08:00,25.40473342,16.0,957.525,468.452514
08-11-22 13:00,22.62415569,19.91666667,4436.9,1047.3
22-11-22 10:00,23.63179847,18.66666667,1009.425,912.8125
16-11-22 08:00,20.78957944,14.25,522.9,539.125
24-10-22 11:00,24.96037958,19.75,1273.3375,1593.7
25-10-22 08:00,22.73701513,16.25,508.3,761.5875
05-12-22 09:00,19.64554365,14.5,754.0,837.2875
15-11-22 08:00,22.47779315,16.25,539.05,522.9
13-12-22 13:00,21.28263565,19.91666667,1804.4625,1947.15
01-12-22 14:00,21.14153777,19.75,3126.9,3247.05
25-10-22 15:00,25.13986763,24.0,1464.15,1094.55
25-11-22 13:00,22.70400987,17.83333333,1087.275,1601.85
14-12-22 14:00,22.38769066,18.0,1469.575,2931.35
21-10-22 11:00,23.54913749,20.0,1651.025,1273.3375
14-12-22 10:00,21.5297307,16.91666667,1112.2,1719.125
30-11-22 11:00,20.95044906,16.5,2603.85,2372.3
26-10-22 13:00,25.62,17.55952381,2073.9,2280.025
09-12-22 09:00,21.379635,16.75,1105.375,1364.884375
11-10-22 12:00,25.88713071,21.33333333,992.2,1917.35
22-12-22 10:00,20.50992092,14.83333333,2163.5,2141.0625
14-10-22 09:00,23.65776471,18.75,848.25,823.625
25-11-22 11:00,22.32982673,16.5,1557.6625,1929.025
18-10-22 13:00,23.69146882,19.0,2037.75,1100.425
18-11-22 10:00,24.46860987,21.75,958.15,888.85
07-11-22 10:00,24.08470851,15.91666667,1407.55,1545.73
01-11-22 15:00,23.78041149,21.0,2092.575,1329.9
05-10-22 12:00,26.54003472,22.16666667,1224.05,895.4625
10-10-22 11:00,25.81532007,21.5,1175.0125,1389.85
07-10-22 12:00,26.1297826,22.16666667,1912.6125,1305.6125
03-11-22 10:00,24.63694038,20.41666667,803.175,917.725
27-10-22 14:00,25.58683324,22.0,2461.95,4160.225
13-12-22 09:00,21.01210987,16.91666667,676.275,528.0375
02-12-22 11:00,22.41590933,17.75,1488.35,1143.025
14-11-22 13:00,21.38,18.0,1939.0,2509.475
19-10-22 15:00,24.00953179,20.0,586.7625,1816.65
12-10-22 11:00,25.62205179,21.25,1781.5625,1551.7875
18-11-22 08:00,22.90571399,19.75,539.125,507.7
08-12-22 08:00,20.29823286,16.5,510.55,979.6
08-12-22 14:00,21.17597968,21.0,2298.75,1941.55
04-11-22 10:00,23.81348904,18.5,917.725,1407.55
11-10-22 09:00,22.88220459,17.75,838.3125,748.2875
09-12-22 15:00,21.84836857,20.0,1996.975,2448.525
09-11-22 14:00,23.29748522,20.0,991.45,1215.9
25-11-22 10:00,22.08230198,15.83333333,940.55,1002.85
21-11-22 14:00,23.71314373,23.5,1893.6,1818.085
14-12-22 15:00,22.25270368,18.0,2386.25,1900.95
04-10-22 12:00,27.01385992,24.16666667,3061.65,1224.05
22-11-22 08:00,21.66414566,16.0,425.2875,545.925
21-12-22 08:00,20.13999687,13.25,989.5125,569.825
20-10-22 12:00,24.08542894,20.58333333,1656.0875,2325.825
15-11-22 10:00,21.89320979,16.91666667,1162.6,717.725
16-12-22 12:00,22.80766708,21.5,2184.05,1762.4125
10-11-22 13:00,22.50957355,19.91666667,1195.9625,1939.0
03-11-22 11:00,25.11503887,21.5,921.275,1337.65
20-10-22 10:00,23.95210535,19.75,1377.775,1502.85
28-11-22 12:00,21.48772983,15.58333333,2209.8,3084.85
10-11-22 15:00,23.3324356,19.41666667,1544.6625,1533.4
13-10-22 13:00,25.87100774,22.83333333,1944.9875,943.05
11-10-22 15:00,25.91870581,23.58333333,1626.9625,1178.125
10-10-22 08:00,23.91760446,17.25,424.925,685.5
23-11-22 11:00,22.24933988,18.25,957.2875,943.9625
02-12-22 15:00,21.38894622,19.41666667,4640.9625,2422.2
09-11-22 08:00,23.27364224,17.5,473.7875,507.2125
20-12-22 14:00,21.76886794,14.75,4451.360606,3314.95
07-10-22 11:00,25.9807081,21.5,1326.05,1175.0125
12-12-22 09:00,19.06805293,15.16666667,1364.884375,676.275
15-11-22 14:00,21.94970798,17.25,1346.925,1682.2625
22-11-22 12:00,23.89203027,19.58333333,1721.8625,2291.875
28-11-22 08:00,20.39989518,12.75,493.975,1130.35
02-11-22 10:00,24.07552616,19.66666667,1032.15,803.175
16-12-22 10:00,22.8532112,17.83333333,1047.05,1286.85
27-10-22 10:00,25.53933298,18.66666667,1491.875,468.452514
13-10-22 14:00,25.85961312,23.0,1088.7,837.15
26-10-22 15:00,25.40565561,17.6547619,1094.55,1845.8
26-10-22 08:00,23.15480745,17.32142857,761.5875,957.525
27-12-22 09:00,20.27246084,12.33333333,840.475,683.75
05-10-22 08:00,26.03458167,20.25,378.125,419.45
02-12-22 14:00,21.48563149,19.75,3247.05,3360.975
22-12-22 13:00,22.44923263,14.08333333,2372.9875,3331.775
14-10-22 08:00,23.72662186,17.75,443.375,624.075
29-11-22 12:00,21.43181496,16.58333333,3084.85,2015.9
05-10-22 14:00,26.03128442,23.0,2361.3125,1473.375
01-11-22 12:00,23.91189433,20.58333333,1504.45,1722.325
11-10-22 08:00,23.91643725,16.75,685.5,549.4875
22-12-22 09:00,20.04064135,14.16666667,748.875,1482.575
13-12-22 14:00,21.21699971,19.75,1408.2125,1469.575
14-11-22 08:00,20.67830944,15.75,509.275,539.05
24-11-22 15:00,22.47322039,19.41666667,2330.1375,1795.7125
19-12-22 10:00,22.41183518,16.91666667,1286.85,2783.05
16-12-22 14:00,22.76212296,23.75,2697.475,1190.975
06-12-22 09:00,20.17531745,15.58333333,837.2875,897.5
16-11-22 12:00,22.61326076,19.75,1402.15,1967.8375
09-11-22 15:00,23.23178699,20.0,2015.35,1544.6625
10-11-22 12:00,22.88830735,19.58333333,2621.4625,1365.3
28-11-22 15:00,21.1690267,16.0,1805.475,2852.2
21-12-22 15:00,19.74912955,15.0,2738.4,2335.35
21-11-22 11:00,23.96582539,21.75,1721.7625,2825.7
28-12-22 13:00,21.76902319,18.58333333,2276.25,2872.0
22-12-22 08:00,19.57136178,13.5,569.825,1364.0125
29-11-22 15:00,21.12587462,17.58333333,2852.2,2490.95
07-12-22 14:00,21.09280449,19.5,1752.55,2298.75
23-11-22 13:00,22.17628305,16.25,1670.8375,1820.25
09-11-22 09:00,23.35122845,18.16666667,579.7375,475.85
02-11-22 09:00,24.10794281,18.33333333,501.1,582.9875
11-10-22 11:00,25.40359458,20.0,1389.85,1781.5625
14-11-22 09:00,23.62019215,16.75,615.4,615.6
07-11-22 14:00,24.28176471,19.0,1222.75,2436.5625
30-11-22 13:00,21.32208114,17.83333333,3836.75,2150.875
22-11-22 11:00,23.96987746,19.25,2825.7,957.2875
21-10-22 09:00,23.50859315,19.58333333,791.7125,643.225
12-10-22 13:00,25.67182468,21.91666667,1043.675,1944.9875
14-12-22 13:00,22.17320067,17.91666667,1947.15,4178.0
04-10-22 09:00,27.26509693,20.5,629.4,687.1625
20-12-22 09:00,21.51067454,13.58333333,960.925,1031.7375
27-12-22 15:00,20.01803706,18.58333333,3185.4625,2834.74
12-10-22 09:00,23.93976656,19.33333333,748.2875,962.9
18-10-22 08:00,23.48198652,19.75,423.05,416.25
09-11-22 13:00,23.36318344,19.91666667,1047.3,1195.9625
10-10-22 10:00,25.8605069,20.58333333,1190.2,882.425
22-11-22 15:00,23.65848871,20.58333333,1828.05,1478.7625
09-12-22 14:00,22.02661286,20.0,1941.55,2874.025
19-10-22 11:00,23.87973886,20.0,1047.95,3116.6375
06-12-22 11:00,20.87597885,16.25,2557.4625,1570.05
23-12-22 14:00,22.66528672,17.0,2968.1125,4051.5
12-10-22 12:00,25.5259358,21.58333333,1917.35,2008.475
07-12-22 09:00,20.28005268,13.75,897.5,640.4
23-11-22 08:00,22.35892513,16.75,545.925,696.075
18-11-22 09:00,27.97358121,20.75,600.0625,761.675
05-10-22 13:00,26.05932968,22.83333333,2413.3125,1179.625
01-12-22 11:00,21.42611525,18.5,2372.3,1488.35
19-10-22 08:00,23.78239415,19.25,416.25,432.6
14-12-22 11:00,21.74422069,17.25,1247.05,1824.3875
24-11-22 09:00,22.50158156,15.91666667,467.325,596.475
02-11-22 14:00,23.94585958,22.0,1284.175,1719.875
05-12-22 08:00,19.0300889,12.5,1016.375,783.3875
29-12-22 08:00,20.10252996,13.75,642.65,682.6375
26-10-22 14:00,25.55731438,17.60714286,2043.5,2461.95
30-11-22 10:00,20.76463301,16.0,2089.2625,2890.9
27-12-22 13:00,20.29876946,17.66666667,2996.825,2276.25
01-12-22 15:00,21.04667861,19.41666667,3297.325,4640.9625
18-11-22 11:00,23.51899235,22.5,2381.8,1721.7625
12-10-22 14:00,25.81771355,22.5,1275.225,1088.7
09-12-22 11:00,22.32724484,18.5,1585.175,3436.55
12-10-22 10:00,25.49328512,20.66666667,1215.925,1392.175
03-11-22 14:00,24.92671903,22.75,1719.875,1424.0125
07-11-22 13:00,24.86353588,18.75,2454.05,4436.9
29-12-22 12:00,20.85162829,16.58333333,1526.75,1753.0
07-11-22 11:00,24.23783605,16.75,981.6,1725.895
03-11-22 09:00,24.05587417,18.08333333,582.9875,537.675
13-10-22 10:00,25.75,21.0,1392.175,636.475
12-10-22 08:00,24.63607603,18.0,549.4875,569.9875
07-12-22 08:00,19.97356062,12.75,623.8,510.55
16-11-22 11:00,22.25700148,18.75,1397.1125,2381.8
21-11-22 12:00,23.93508282,22.75,1561.1625,1721.8625
06-10-22 13:00,26.79087192,21.83333333,1179.625,1690.825
01-12-22 09:00,20.81593284,17.16666667,1946.225,693.4
02-11-22 08:00,23.24664117,17.0,584.725,516.25
24-11-22 12:00,23.08575695,19.16666667,1329.15,1323.6375
23-12-22 11:00,22.99647347,14.0,2806.8875,1855.275
07-11-22 15:00,24.06495789,19.0,2342.0,1110.55
14-12-22 09:00,21.44931571,16.58333333,528.0375,909.775
28-11-22 13:00,21.36060291,15.91666667,1601.85,2180.9
19-12-22 13:00,21.91548019,17.91666667,1737.8875,3139.9
06-12-22 15:00,21.07110235,17.0,2352.3375,2496.85
22-11-22 09:00,22.67980152,17.33333333,628.4,711.6
30-11-22 12:00,21.1362651,17.16666667,2015.9,2908.925
31-10-22 13:00,24.02112558,20.83333333,4953.11655,2238.05
26-10-22 10:00,24.06737223,17.41666667,1655.15,1491.875
31-10-22 15:00,23.89143059,20.41666667,1954.9,2092.575
08-12-22 15:00,21.09899492,21.0,2123.5,1996.975
20-10-22 11:00,24.01876715,20.25,3116.6375,1651.025
12-12-22 12:00,21.38865478,17.75,2047.95,2074.9
18-10-22 15:00,23.82133769,20.16666667,1384.05,586.7625
28-12-22 10:00,22.04909917,13.66666667,1275.8625,1005.45
05-12-22 10:00,20.2609984,16.5,1389.1,1096.9125
10-11-22 14:00,22.91088993,19.75,1215.9,1827.85
25-10-22 09:00,23.90070151,17.91666667,1008.15,648.55
29-12-22 15:00,20.47425661,17.58333333,1370.075,3573.55
06-10-22 12:00,26.57653584,21.16666667,895.4625,1912.6125
07-11-22 12:00,24.78793515,17.75,1983.0,4427.0
14-10-22 15:00,26.51215278,23.0,2459.55,1632.1375
21-10-22 10:00,23.52886532,19.91666667,1502.85,1043.55
23-11-22 14:00,22.13975463,15.75,1622.7,3322.1375
07-12-22 12:00,21.35685994,17.91666667,1683.6,2598.6875
22-12-22 11:00,21.11357888,14.75,2561.725,2806.8875
20-10-22 14:00,24.21875253,21.0,1515.35,1659.675
